Time,Displacement,Force
"0.8490","0.0750","8.0566"
"0.8590","0.0759","7.9398"
"0.8690","0.0769","8.2378"
"0.8790","0.0778","8.3706"
"0.8890","0.0787","8.1851"
"0.8990","0.0797","7.8878"
"0.9090","0.0806","8.1739"
"0.9190","0.0816","8.5763"
"0.9290","0.0827","8.5789"
"0.9390","0.0838","8.1598"
"0.9490","0.0849","8.1963"
"0.9590","0.0860","8.8363"
"0.9690","0.0872","9.2120"
"0.9790","0.0883","9.1914"
"0.9890","0.0894","9.0659"
"0.9990","0.0905","9.2880"
"1.0090","0.0916","9.4107"
"1.0190","0.0927","9.5433"
"1.0290","0.0937","9.6331"
"1.0390","0.0947","9.6089"
"1.0490","0.0957","9.4608"
"1.0590","0.0967","9.6986"
"1.0690","0.0977","10.0087"
"1.0790","0.0988","10.0861"
"1.0890","0.0998","10.1452"
"1.0990","0.1008","10.4776"
"1.1090","0.1018","10.7882"
"1.1190","0.1027","10.6047"
"1.1290","0.1037","10.1168"
"1.1390","0.1046","9.6684"
"1.1490","0.1056","9.9391"
"1.1590","0.1066","10.3683"
"1.1690","0.1075","10.6511"
"1.1790","0.1085","10.7569"
"1.1890","0.1095","11.1433"
"1.1990","0.1104","11.5500"
"1.2090","0.1114","11.5187"
"1.2190","0.1124","11.1253"
"1.2290","0.1134","11.0990"
"1.2390","0.1145","11.1946"
"1.2490","0.1155","11.1190"
"1.2590","0.1166","11.0718"
"1.2690","0.1176","11.4467"
"1.2790","0.1186","11.8777"
"1.2890","0.1196","12.3306"
"1.2990","0.1206","12.6908"
"1.3090","0.1215","12.4743"
"1.3190","0.1225","12.0922"
"1.3290","0.1234","11.8518"
"1.3390","0.1244","12.1344"
"1.3490","0.1254","12.1987"
"1.3590","0.1263","11.8504"
"1.3690","0.1273","11.7462"
"1.3790","0.1283","12.2894"
"1.3890","0.1293","12.8763"
"1.3990","0.1303","13.0313"
"1.4090","0.1313","12.9754"
"1.4190","0.1323","12.9895"
"1.4290","0.1334","13.0905"
"1.4390","0.1344","12.8160"
"1.4490","0.1355","12.4520"
"1.4590","0.1365","12.6331"
"1.4690","0.1376","13.3459"
"1.4790","0.1387","13.8036"
"1.4890","0.1397","13.7413"
"1.4990","0.1407","13.5135"
"1.5090","0.1417","13.6539"
"1.5190","0.1427","14.0265"
"1.5290","0.1436","14.5223"
"1.5390","0.1446","14.6169"
"1.5490","0.1455","14.3673"
"1.5590","0.1465","13.8666"
"1.5690","0.1475","13.4101"
"1.5790","0.1484","13.4460"
"1.5890","0.1494","13.8937"
"1.5990","0.1504","14.8792"
"1.6090","0.1514","15.5969"
"1.6190","0.1524","15.5587"
"1.6290","0.1534","14.6269"
"1.6390","0.1544","14.0106"
"1.6490","0.1554","13.9176"
"1.6590","0.1564","14.1909"
"1.6690","0.1574","14.6090"
"1.6790","0.1584","14.8395"
"1.6890","0.1594","15.2341"
"1.6990","0.1604","15.6406"
"1.7090","0.1615","15.7735"
"1.7190","0.1626","15.6607"
"1.7290","0.1637","15.8229"
"1.7390","0.1648","16.2833"
"1.7490","0.1659","16.3548"
"1.7590","0.1670","15.7832"
"1.7690","0.1681","15.0165"
"1.7790","0.1692","15.0039"
"1.7890","0.1703","15.5115"
"1.7990","0.1713","16.1868"
"1.8090","0.1722","16.8729"
"1.8190","0.1731","17.0045"
"1.8290","0.1740","16.6516"
"1.8390","0.1748","16.3023"
"1.8490","0.1756","16.5243"
"1.8590","0.1765","16.8537"
"1.8690","0.1773","16.7911"
"1.8790","0.1782","16.3557"
"1.8890","0.1791","15.9957"
"1.8990","0.1800","15.9642"
"1.9090","0.1810","16.0614"
"1.9190","0.1820","16.7721"
"1.9290","0.1829","17.8002"
"1.9390","0.1839","18.5730"
"1.9490","0.1849","18.2113"
"1.9590","0.1859","17.2643"
"1.9690","0.1869","16.7306"
"1.9790","0.1880","17.0875"
"1.9890","0.1890","17.4659"
"1.9990","0.1901","17.4748"
"2.0090","0.1912","17.7619"
"2.0190","0.1923","18.3939"
"2.0290","0.1935","18.6755"
"2.0390","0.1946","18.5199"
"2.0490","0.1958","18.6107"
"2.0590","0.1969","18.8404"
"2.0690","0.1980","18.9670"
"2.0790","0.1991","18.3129"
"2.0890","0.2002","17.6713"
"2.0990","0.2012","17.3731"
"2.1090","0.2021","17.7984"
"2.1190","0.2031","18.4149"
"2.1290","0.2040","19.0732"
"2.1390","0.2049","19.4441"
"2.1490","0.2058","19.3255"
"2.1590","0.2066","19.0376"
"2.1690","0.2075","18.7694"
"2.1790","0.2084","19.1078"
"2.1890","0.2093","19.3118"
"2.1990","0.2102","19.2925"
"2.2090","0.2111","19.0455"
"2.2190","0.2120","19.1488"
"2.2290","0.2129","19.2047"
"2.2390","0.2139","19.6063"
"2.2490","0.2149","20.2460"
"2.2590","0.2159","20.7456"
"2.2690","0.2170","20.8958"
"2.2790","0.2181","20.5633"
"2.2890","0.2192","19.9663"
"2.2990","0.2203","19.4088"
"2.3090","0.2215","19.6056"
"2.3190","0.2227","20.2176"
"2.3290","0.2238","20.5101"
"2.3390","0.2250","20.3074"
"2.3490","0.2261","20.5676"
"2.3590","0.2272","20.8533"
"2.3690","0.2282","21.0759"
"2.3790","0.2292","21.1479"
"2.3890","0.2301","21.4057"
"2.3990","0.2310","21.2108"
"2.4090","0.2319","20.4416"
"2.4190","0.2328","19.7425"
"2.4290","0.2338","19.9567"
"2.4380","0.2346","20.9612"
"2.4460","0.2353","21.9861"
"2.4560","0.2363","22.5137"
"2.4660","0.2372","22.2838"
"2.4760","0.2381","21.9515"
"2.4860","0.2390","21.5815"
"2.4960","0.2399","21.3122"
"2.5060","0.2407","21.3735"
"2.5160","0.2416","21.7067"
"2.5260","0.2425","21.9586"
"2.5360","0.2435","22.0721"
"2.5460","0.2445","22.0555"
"2.5560","0.2455","22.1266"
"2.5660","0.2466","22.3946"
"2.5760","0.2477","22.9609"
"2.5860","0.2488","23.2151"
"2.5960","0.2499","22.9440"
"2.6060","0.2510","22.2801"
"2.6160","0.2521","21.9964"
"2.6260","0.2532","22.0969"
"2.6360","0.2543","22.3175"
"2.6460","0.2553","22.6906"
"2.6560","0.2564","22.9644"
"2.6660","0.2574","23.3303"
"2.6760","0.2585","23.4739"
"2.6860","0.2595","23.5754"
"2.6960","0.2605","23.5835"
"2.7060","0.2615","23.8304"
"2.7160","0.2625","23.8950"
"2.7260","0.2635","23.6498"
"2.7360","0.2645","23.1985"
"2.7460","0.2654","23.1007"
"2.7560","0.2664","23.3160"
"2.7660","0.2673","23.7304"
"2.7760","0.2683","24.3275"
"2.7860","0.2693","24.9443"
"2.7960","0.2703","24.8263"
"2.8060","0.2713","24.1997"
"2.8160","0.2723","24.0859"
"2.8260","0.2733","24.2858"
"2.8360","0.2744","24.2343"
"2.8460","0.2754","23.9721"
"2.8560","0.2764","24.1052"
"2.8660","0.2774","24.6508"
"2.8760","0.2784","25.0836"
"2.8860","0.2794","25.0482"
"2.8960","0.2804","24.9995"
"2.9060","0.2814","25.2371"
"2.9160","0.2824","25.5426"
"2.9260","0.2833","25.2206"
"2.9360","0.2843","24.5058"
"2.9460","0.2853","24.5544"
"2.9560","0.2862","25.4807"
"2.9660","0.2872","26.1429"
"2.9760","0.2882","25.7671"
"2.9860","0.2891","25.5442"
"2.9960","0.2901","25.8322"
"3.0060","0.2912","26.1512"
"3.0160","0.2922","25.8526"
"3.0260","0.2932","25.8082"
"3.0360","0.2942","26.1593"
"3.0460","0.2952","26.4291"
"3.0560","0.2963","26.0012"
"3.0660","0.2973","25.6017"
"3.0760","0.2983","26.0707"
"3.0860","0.2993","26.8993"
"3.0960","0.3004","27.0588"
"3.1060","0.3015","26.4241"
"3.1160","0.3025","26.2605"
"3.1260","0.3036","26.7042"
"3.1360","0.3047","27.0203"
"3.1460","0.3057","26.7403"
"3.1560","0.3067","26.6770"
"3.1660","0.3077","26.8770"
"3.1760","0.3086","27.0327"
"3.1860","0.3096","27.0460"
"3.1960","0.3105","27.4703"
"3.2060","0.3114","27.9084"
"3.2160","0.3124","28.0526"
"3.2260","0.3133","27.9666"
"3.2360","0.3142","27.8086"
"3.2460","0.3151","27.5531"
"3.2560","0.3161","27.0303"
"3.2660","0.3170","27.0163"
"3.2760","0.3180","27.5756"
"3.2860","0.3189","28.3751"
"3.2960","0.3199","28.5828"
"3.3060","0.3208","28.5028"
"3.3160","0.3218","28.4359"
"3.3260","0.3228","28.8269"
"3.3360","0.3239","28.8129"
"3.3460","0.3250","28.1478"
"3.3560","0.3261","27.7866"
"3.3660","0.3273","28.1121"
"3.3760","0.3284","28.4805"
"3.3860","0.3295","28.2832"
"3.3960","0.3306","28.3941"
"3.4060","0.3317","29.2279"
"3.4160","0.3328","29.9366"
"3.4260","0.3339","29.6641"
"3.4360","0.3349","29.1314"
"3.4460","0.3359","29.0474"
"3.4560","0.3368","29.4620"
"3.4660","0.3377","29.3311"
"3.4760","0.3386","29.0866"
"3.4860","0.3394","28.9855"
"3.4960","0.3403","29.3836"
"3.5060","0.3411","29.7589"
"3.5160","0.3420","29.9069"
"3.5260","0.3429","30.2033"
"3.5360","0.3437","30.6800"
"3.5460","0.3446","30.9095"
"3.5560","0.3456","30.2771"
"3.5660","0.3465","29.5944"
"3.5760","0.3475","29.1178"
"3.5860","0.3485","29.1419"
"3.5960","0.3494","29.4668"
"3.6060","0.3504","30.3874"
"3.6160","0.3514","31.4083"
"3.6260","0.3523","31.5454"
"3.6360","0.3534","30.8688"
"3.6460","0.3545","30.6405"
"3.6560","0.3556","30.9946"
"3.6660","0.3568","31.1051"
"3.6760","0.3580","30.8148"
"3.6860","0.3593","30.5114"
"3.6960","0.3604","30.5183"
"3.7060","0.3616","30.7520"
"3.7160","0.3627","31.1326"
"3.7260","0.3637","31.8850"
"3.7360","0.3647","32.7875"
"3.7460","0.3657","32.6327"
"3.7560","0.3666","31.7855"
"3.7660","0.3676","31.1077"
"3.7760","0.3685","31.2298"
"3.7860","0.3694","31.5182"
"3.7960","0.3703","31.6965"
"3.8060","0.3713","31.7887"
"3.8160","0.3722","32.0670"
"3.8260","0.3731","32.3846"
"3.8360","0.3740","32.4174"
"3.8460","0.3749","32.4429"
"3.8560","0.3758","32.5817"
"3.8660","0.3767","33.0768"
"3.8760","0.3776","32.9303"
"3.8860","0.3786","32.1997"
"3.8960","0.3796","31.5485"
"3.9060","0.3807","31.8060"
"3.9160","0.3817","32.5804"
"3.9260","0.3828","33.3043"
"3.9360","0.3839","33.7492"
"3.9460","0.3850","33.9719"
"3.9560","0.3861","33.8582"
"3.9660","0.3872","33.4212"
"3.9760","0.3883","33.0437"
"3.9860","0.3894","33.1818"
"3.9960","0.3905","33.3205"
"4.0060","0.3915","33.0909"
"4.0160","0.3926","33.1825"
"4.0260","0.3936","33.7206"
"4.0360","0.3946","33.9304"
"4.0460","0.3955","33.7956"
"4.0560","0.3965","34.4718"
"4.0660","0.3974","35.3020"
"4.0760","0.3984","35.3238"
"4.0860","0.3993","34.2239"
"4.0960","0.4003","33.1963"
"4.1060","0.4013","33.1515"
"4.1160","0.4022","33.5864"
"4.1260","0.4031","33.9536"
"4.1360","0.4040","34.3435"
"4.1460","0.4049","35.1073"
"4.1560","0.4058","35.6684"
"4.1660","0.4068","35.5481"
"4.1760","0.4077","34.8091"
"4.1860","0.4087","34.7350"
"4.1960","0.4097","35.1223"
"4.2060","0.4108","35.0898"
"4.2160","0.4119","34.7316"
"4.2260","0.4130","34.7653"
"4.2360","0.4140","35.1924"
"4.2460","0.4151","35.5578"
"4.2560","0.4161","35.6724"
"4.2660","0.4171","35.8745"
"4.2760","0.4181","36.0965"
"4.2860","0.4191","36.1473"
"4.2960","0.4201","36.0828"
"4.3060","0.4211","35.9972"
"4.3160","0.4221","35.8968"
"4.3260","0.4231","35.5426"
"4.3360","0.4242","35.4536"
"4.3460","0.4252","35.5435"
"4.3560","0.4262","36.0743"
"4.3660","0.4273","36.6553"
"4.3760","0.4283","37.1733"
"4.3860","0.4294","37.3904"
"4.3960","0.4304","37.2538"
"4.4060","0.4313","36.6662"
"4.4160","0.4323","36.0349"
"4.4260","0.4334","35.8833"
"4.4360","0.4344","36.2535"
"4.4460","0.4354","36.9776"
"4.4560","0.4365","37.6111"
"4.4660","0.4375","38.0028"
"4.4760","0.4385","37.8454"
"4.4860","0.4395","37.5904"
"4.4960","0.4405","37.3825"
"4.5060","0.4416","37.3781"
"4.5160","0.4426","37.2684"
"4.5260","0.4435","37.1373"
"4.5360","0.4445","37.1564"
"4.5460","0.4454","37.5111"
"4.5560","0.4464","37.7330"
"4.5660","0.4473","38.0778"
"4.5760","0.4482","38.7155"
"4.5860","0.4491","38.8616"
"4.5960","0.4501","38.4599"
"4.6060","0.4510","37.7013"
"4.6160","0.4520","37.7910"
"4.6260","0.4529","38.3134"
"4.6360","0.4539","38.4930"
"4.6460","0.4549","38.1805"
"4.6560","0.4559","38.2307"
"4.6660","0.4569","38.4119"
"4.6760","0.4579","38.5704"
"4.6860","0.4590","38.7824"
"4.6960","0.4600","39.2956"
"4.7060","0.4610","40.0151"
"4.7160","0.4621","40.0826"
"4.7260","0.4631","39.3828"
"4.7360","0.4642","38.4546"
"4.7460","0.4653","38.2715"
"4.7560","0.4664","38.7944"
"4.7660","0.4675","39.5524"
"4.7760","0.4686","39.9261"
"4.7860","0.4696","40.0917"
"4.7960","0.4706","40.0380"
"4.8060","0.4716","39.9490"
"4.8160","0.4725","39.8992"
"4.8260","0.4734","39.9854"
"4.8360","0.4743","39.9492"
"4.8460","0.4752","39.6423"
"4.8560","0.4762","39.5493"
"4.8660","0.4771","39.7050"
"4.8760","0.4781","40.0645"
"4.8860","0.4790","40.6019"
"4.8960","0.4799","41.1380"
"4.9060","0.4809","41.1634"
"4.9160","0.4818","40.7991"
"4.9260","0.4828","40.2512"
"4.9360","0.4838","40.2440"
"4.9460","0.4847","40.7068"
"4.9560","0.4857","41.1515"
"4.9660","0.4867","41.1831"
"4.9760","0.4877","40.8914"
"4.9860","0.4888","40.8091"
"4.9960","0.4899","41.1643"
"5.0060","0.4910","41.7342"
"5.0160","0.4922","41.8757"
"5.0260","0.4933","41.8046"
"5.0360","0.4945","41.9880"
"5.0460","0.4957","41.9990"
"5.0560","0.4968","41.4457"
"5.0660","0.4979","40.9544"
"5.0760","0.4990","41.1617"
"5.0860","0.5000","41.9825"
"5.0960","0.5010","42.4437"
"5.1060","0.5019","42.4105"
"5.1160","0.5028","42.4668"
"5.1260","0.5037","42.6871"
"5.1360","0.5046","42.6714"
"5.1460","0.5054","42.4070"
"5.1560","0.5063","42.1043"
"5.1660","0.5071","42.1108"
"5.1760","0.5080","42.1527"
"5.1860","0.5089","42.1011"
"5.1960","0.5098","42.3892"
"5.2060","0.5107","43.0311"
"5.2160","0.5117","43.8477"
"5.2260","0.5126","44.1771"
"5.2360","0.5136","43.8176"
"5.2460","0.5145","42.8742"
"5.2560","0.5155","42.4777"
"5.2660","0.5165","42.7570"
"5.2760","0.5175","43.1820"
"5.2860","0.5186","43.4321"
"5.2960","0.5197","43.4953"
"5.3060","0.5209","43.7770"
"5.3160","0.5220","43.9443"
"5.3260","0.5232","43.9934"
"5.3360","0.5244","44.0057"
"5.3460","0.5255","44.3136"
"5.3560","0.5266","44.6460"
"5.3660","0.5276","44.3288"
"5.3760","0.5286","43.4775"
"5.3860","0.5297","42.9822"
"5.3960","0.5306","43.4772"
"5.4060","0.5316","44.5674"
"5.4160","0.5326","45.3190"
"5.4260","0.5335","45.5658"
"5.4360","0.5345","45.3365"
"5.4460","0.5355","44.9606"
"5.4560","0.5364","44.5316"
"5.4660","0.5373","44.4507"
"5.4760","0.5382","44.7463"
"5.4860","0.5391","44.7641"
"5.4960","0.5399","44.6297"
"5.5060","0.5408","44.6492"
"5.5160","0.5417","45.0179"
"5.5260","0.5427","45.4607"
"5.5360","0.5437","46.1040"
"5.5460","0.5447","46.5579"
"5.5560","0.5457","46.5149"
"5.5660","0.5468","45.8436"
"5.5760","0.5479","45.1161"
"5.5860","0.5490","44.8010"
"5.5960","0.5501","45.0111"
"5.6060","0.5512","45.7691"
"5.6160","0.5522","46.0838"
"5.6260","0.5533","46.2089"
"5.6360","0.5544","46.6413"
"5.6460","0.5554","47.1230"
"5.6560","0.5564","46.8801"
"5.6660","0.5574","46.3793"
"5.6760","0.5584","46.3754"
"5.6860","0.5594","46.6315"
"5.6960","0.5604","46.2692"
"5.7060","0.5615","45.9653"
"5.7160","0.5624","46.2944"
"5.7260","0.5634","47.1531"
"5.7360","0.5644","47.6178"
"5.7460","0.5654","47.6151"
"5.7560","0.5664","47.3144"
"5.7660","0.5673","47.0887"
"5.7760","0.5683","47.3288"
"5.7860","0.5692","47.4207"
"5.7960","0.5702","47.3474"
"5.8060","0.5711","47.0841"
"5.8160","0.5721","47.2706"
"5.8260","0.5731","47.4443"
"5.8360","0.5741","47.5959"
"5.8460","0.5751","47.8996"
"5.8560","0.5762","48.3998"
"5.8660","0.5772","48.6706"
"5.8760","0.5782","48.4670"
"5.8860","0.5793","48.0605"
"5.8960","0.5803","47.5179"
"5.9060","0.5812","47.2499"
"5.9160","0.5822","47.6184"
"5.9260","0.5832","48.2881"
"5.9360","0.5842","48.7804"
"5.9460","0.5851","49.2791"
"5.9560","0.5861","49.2603"
"5.9660","0.5871","48.9456"
"5.9760","0.5881","48.7473"
"5.9860","0.5891","49.0324"
"5.9960","0.5901","49.1816"
"6.0060","0.5911","48.9456"
"6.0160","0.5921","48.5803"
"6.0260","0.5931","48.4240"
"6.0360","0.5941","48.5282"
"6.0460","0.5951","49.1151"
"6.0560","0.5961","50.1378"
"6.0660","0.5972","50.6213"
"6.0760","0.5983","50.3934"
"6.0860","0.5994","49.8299"
"6.0960","0.6005","49.5994"
"6.1060","0.6016","49.4371"
"6.1160","0.6027","49.4742"
"6.1260","0.6038","49.4815"
"6.1360","0.6048","49.6159"
"6.1460","0.6058","49.9282"
"6.1560","0.6068","50.1714"
"6.1660","0.6077","50.3900"
"6.1760","0.6086","50.7235"
"6.1860","0.6095","51.2692"
"6.1960","0.6104","51.3431"
"6.2060","0.6113","50.7758"
"6.2160","0.6122","50.0526"
"6.2260","0.6131","49.7617"
"6.2360","0.6140","50.0374"
"6.2460","0.6149","50.6064"
"6.2560","0.6159","51.1722"
"6.2660","0.6168","51.5479"
"6.2760","0.6178","51.3735"
"6.2860","0.6187","51.3826"
"6.2960","0.6197","51.6080"
"6.3060","0.6206","51.7453"
"6.3160","0.6216","51.5068"
"6.3260","0.6226","51.2744"
"6.3360","0.6237","51.1040"
"6.3460","0.6247","50.9065"
"6.3560","0.6258","51.0421"
"6.3660","0.6269","51.3162"
"6.3760","0.6280","52.0235"
"6.3860","0.6291","52.6731"
"6.3960","0.6303","52.9729"
"6.4060","0.6315","52.6694"
"6.4160","0.6327","52.2578"
"6.4260","0.6338","52.1174"
"6.4360","0.6349","52.2485"
"6.4460","0.6360","51.9355"
"6.4560","0.6370","51.7575"
"6.4660","0.6379","52.3060"
"6.4760","0.6388","52.8507"
"6.4860","0.6397","53.1431"
"6.4960","0.6405","53.2423"
"6.5060","0.6414","53.3902"
"6.5160","0.6423","53.7069"
"6.5260","0.6431","53.7203"
"6.5360","0.6440","52.8804"
"6.5460","0.6450","52.1528"
"6.5560","0.6459","52.2144"
"6.5660","0.6468","52.9804"
"6.5760","0.6477","53.4631"
"6.5860","0.6486","53.7092"
"6.5960","0.6496","54.0135"
"6.6060","0.6505","54.1575"
"6.6160","0.6515","53.9151"
"6.6260","0.6526","53.7055"
"6.6360","0.6537","53.9415"
"6.6460","0.6548","53.8917"
"6.6560","0.6560","53.5631"
"6.6660","0.6571","53.3593"
"6.6760","0.6583","53.8168"
"6.6860","0.6595","54.4517"
"6.6960","0.6606","54.9964"
"6.7060","0.6617","55.1911"
"6.7160","0.6628","55.2722"
"6.7260","0.6638","55.1179"
"6.7360","0.6648","54.5346"
"6.7460","0.6657","54.1051"
"6.7560","0.6667","54.3775"
"6.7660","0.6676","54.9241"
"6.7760","0.6685","54.8137"
"6.7860","0.6694","54.5433"
"6.7960","0.6703","54.9291"
"6.8060","0.6712","55.8480"
"6.8160","0.6720","56.0933"
"6.8260","0.6729","55.6949"
"6.8360","0.6738","55.6181"
"6.8460","0.6747","55.8258"
"6.8560","0.6756","55.3048"
"6.8660","0.6766","54.4434"
"6.8760","0.6775","54.2472"
"6.8860","0.6785","55.2490"
"6.8940","0.6793","56.2719"
"6.9040","0.6802","56.7465"
"6.9140","0.6813","56.5902"
"6.9240","0.6823","56.6934"
"6.9340","0.6834","56.6455"
"6.9440","0.6845","56.1555"
"6.9540","0.6856","55.6806"
"6.9640","0.6867","55.7760"
"6.9740","0.6878","56.4072"
"6.9840","0.6889","56.7792"
"6.9940","0.6899","56.6676"
"7.0040","0.6910","56.5251"
"7.0140","0.6921","57.0797"
"7.0240","0.6931","57.5654"
"7.0340","0.6942","57.5364"
"7.0440","0.6952","57.3553"
"7.0540","0.6962","57.3381"
"7.0640","0.6973","57.2671"
"7.0740","0.6983","56.9776"
"7.0840","0.6993","56.7769"
"7.0940","0.7003","56.9123"
"7.1040","0.7012","57.0859"
"7.1140","0.7022","57.3893"
"7.1240","0.7031","58.0395"
"7.1340","0.7041","58.4532"
"7.1440","0.7050","58.6064"
"7.1540","0.7060","58.3944"
"7.1640","0.7069","58.1316"
"7.1740","0.7079","57.6913"
"7.1840","0.7089","57.5176"
"7.1940","0.7099","57.5427"
"7.2040","0.7109","58.0099"
"7.2140","0.7119","58.8263"
"7.2240","0.7130","59.3522"
"7.2340","0.7140","59.2369"
"7.2440","0.7151","58.8380"
"7.2540","0.7162","58.7551"
"7.2640","0.7172","59.0177"
"7.2740","0.7182","59.1793"
"7.2840","0.7191","58.6662"
"7.2940","0.7201","58.2746"
"7.3040","0.7210","58.4718"
"7.3140","0.7219","59.1637"
"7.3240","0.7229","59.4439"
"7.3340","0.7238","59.5245"
"7.3440","0.7248","59.8608"
"7.3540","0.7258","60.1630"
"7.3640","0.7268","59.8855"
"7.3740","0.7278","59.2216"
"7.3840","0.7288","58.9867"
"7.3940","0.7298","59.4658"
"7.4040","0.7308","59.9687"
"7.4140","0.7319","59.9327"
"7.4240","0.7329","59.8855"
"7.4340","0.7340","60.0920"
"7.4440","0.7350","60.5877"
"7.4540","0.7360","60.8031"
"7.4640","0.7370","60.8633"
"7.4740","0.7380","60.7338"
"7.4840","0.7391","60.5604"
"7.4940","0.7401","60.3452"
"7.5040","0.7411","60.1165"
"7.5140","0.7421","59.8940"
"7.5240","0.7430","60.1907"
"7.5340","0.7440","61.1713"
"7.5440","0.7450","61.8143"
"7.5540","0.7459","61.8221"
"7.5640","0.7469","61.4447"
"7.5740","0.7479","61.2823"
"7.5840","0.7489","61.3641"
"7.5940","0.7499","61.5121"
"7.6040","0.7509","61.2762"
"7.6140","0.7519","61.0500"
"7.6240","0.7529","61.0792"
"7.6340","0.7539","61.3715"
"7.6440","0.7548","61.4781"
"7.6540","0.7558","61.7058"
"7.6640","0.7567","62.4678"
"7.6740","0.7577","63.1964"
"7.6840","0.7587","62.9693"
"7.6940","0.7598","62.1276"
"7.7040","0.7609","61.6756"
"7.7140","0.7620","61.7626"
"7.7240","0.7631","62.1381"
"7.7340","0.7643","62.4204"
"7.7440","0.7654","62.7598"
"7.7540","0.7666","62.9522"
"7.7640","0.7677","63.1267"
"7.7740","0.7688","63.1819"
"7.7840","0.7698","63.2914"
"7.7940","0.7708","63.2525"
"7.8040","0.7718","62.9843"
"7.8140","0.7727","62.5781"
"7.8240","0.7735","62.1832"
"7.8340","0.7743","62.3975"
"7.8440","0.7752","63.1992"
"7.8540","0.7760","64.1100"
"7.8640","0.7769","64.5528"
"7.8740","0.7777","64.3651"
"7.8840","0.7786","63.6503"
"7.8940","0.7796","63.1050"
"7.9040","0.7805","63.1917"
"7.9140","0.7814","63.7477"
"7.9240","0.7824","64.1091"
"7.9340","0.7833","64.1019"
"7.9440","0.7843","63.9296"
"7.9540","0.7853","63.8845"
"7.9640","0.7863","64.2471"
"7.9740","0.7873","64.7507"
"7.9840","0.7883","65.0239"
"7.9940","0.7894","65.3233"
"8.0040","0.7905","65.4690"
"8.0140","0.7916","64.7030"
"8.0240","0.7927","63.7195"
"8.0340","0.7939","63.5481"
"8.0440","0.7951","64.4931"
"8.0540","0.7962","65.1640"
"8.0640","0.7974","65.2930"
"8.0740","0.7985","65.3130"
"8.0840","0.7996","65.5807"
"8.0940","0.8006","65.8247"
"8.1040","0.8016","65.8178"
"8.1140","0.8026","65.6161"
"8.1240","0.8036","65.5439"
"8.1340","0.8045","65.7822"
"8.1440","0.8054","65.5895"
"8.1540","0.8063","64.8683"
"8.1640","0.8072","64.8283"
"8.1730","0.8080","65.8460"
"8.1830","0.8089","66.9113"
"8.1930","0.8098","67.0779"
